articles, LinearSVC(, window=1800, threshold=1.0
34 - margin: 0.034, score: 0.941326490014 (+/- 0.0341826396903), precision: 0.900871892085, recall: 0.941326490014, classes: {0: 3342, 1: 104, -1: 101}
35 - margin: 0.034999999999999996, score: 0.944150553036 (+/- 0.03353932259), precision: 0.904090647701, recall: 0.944150553036, classes: {0: 3351, 1: 99, -1: 97}
36 - margin: 0.036, score: 0.946124771226 (+/- 0.0348524061172), precision: 0.898418123855, recall: 0.946124771226, classes: {0: 3359, 1: 95, -1: 93}
37 - margin: 0.037, score: 0.948381475292 (+/- 0.0344984405289), precision: 0.902127408332, recall: 0.948381475292, classes: {0: 3366, 1: 90, -1: 91}
38 - margin: 0.038000000000000006, score: 0.951483249781 (+/- 0.0336536903016), precision: 0.907459225066, recall: 0.951483249781, classes: {0: 3376, 1: 84, -1: 87}
39 - margin: 0.03900000000000001, score: 0.954304925599 (+/- 0.0323519626312), precision: 0.914963563257, recall: 0.954304925599, classes: {0: 3384, 1: 78, -1: 85}
40 - margin: 0.04000000000000001, score: 0.95656083393 (+/- 0.0313153635155), precision: 0.916453555308, recall: 0.95656083393, classes: {0: 3393, 1: 76, -1: 78}
41 - margin: 0.041, score: 0.959664995623 (+/- 0.0289364389648), precision: 0.922265085661, recall: 0.959664995623, classes: {0: 3404, 1: 72, -1: 71}
42 - margin: 0.042, score: 0.961075037797 (+/- 0.0276683574868), precision: 0.924906046388, recall: 0.961075037797, classes: {0: 3409, 1: 72, -1: 66}
43 - margin: 0.043000000000000003, score: 0.963050051723 (+/- 0.0270467999662), precision: 0.929454755522, recall: 0.963050051723, classes: {0: 3417, 1: 65, -1: 65}
44 - margin: 0.044000000000000004, score: 0.964462481101 (+/- 0.0259270061263), precision: 0.931964665814, recall: 0.964462481101, classes: {0: 3422, 1: 62, -1: 63}
45 - margin: 0.045000000000000005, score: 0.965872523275 (+/- 0.0263889368082), precision: 0.934161566001, recall: 0.965872523275, classes: {0: 3426, 1: 59, -1: 62}
46 - margin: 0.046000000000000006, score: 0.96756425559 (+/- 0.0252462489272), precision: 0.93681796178, recall: 0.96756425559, classes: {0: 3431, 1: 57, -1: 59}
47 - margin: 0.047, score: 0.968975093499 (+/- 0.0247300503529), precision: 0.939524307212, recall: 0.968975093499, classes: {0: 3436, 1: 52, -1: 59}
48 - margin: 0.048, score: 0.969821755391 (+/- 0.0247294831614), precision: 0.941165784567, recall: 0.969821755391, classes: {0: 3439, 1: 50, -1: 58}
49 - margin: 0.049, score: 0.9712325933 (+/- 0.0238357945487), precision: 0.94386089539, recall: 0.9712325933, classes: {0: 3444, 1: 49, -1: 54}

articles, LinearSVC(, window=1800, threshold=1.0
0 - margin: 0.02385282161234676, score: 0.891110050131 (+/- 0.055249464896), precision: 0.828572112772, recall: 0.891110050131, classes: {0: 3170, 1: 184, -1: 193}
1 - margin: 0.017263351351414467, score: 0.810716161375 (+/- 0.0742020026529), precision: 0.736101265046, recall: 0.810716161375, classes: {0: 2954, 1: 285, -1: 308}
2 - margin: 0.024051083249562236, score: 0.892236810695 (+/- 0.0546252720995), precision: 0.82525467073, recall: 0.892236810695, classes: {0: 3173, 1: 182, -1: 192}
3 - margin: 0.025811068000852103, score: 0.905782605236 (+/- 0.0479733699358), precision: 0.856966303894, recall: 0.905782605236, classes: {0: 3221, 1: 162, -1: 164}
4 - margin: 0.03603433290901216, score: 0.946124771226 (+/- 0.0348524061172), precision: 0.898418123855, recall: 0.946124771226, classes: {0: 3359, 1: 95, -1: 93}
5 - margin: 0.025473225781726595, score: 0.902114267526 (+/- 0.0499575777379), precision: 0.851914241066, recall: 0.902114267526, classes: {0: 3209, 1: 170, -1: 168}
6 - margin: 0.038293750077609094, score: 0.952048221533 (+/- 0.0334908686532), precision: 0.908523733987, recall: 0.952048221533, classes: {0: 3378, 1: 82, -1: 87}
7 - margin: 0.01723314800136921, score: 0.812690379566 (+/- 0.0721365789119), precision: 0.741085882123, recall: 0.812690379566, classes: {0: 2951, 1: 286, -1: 310}
8 - margin: 0.01908836604172449, score: 0.841180870534 (+/- 0.0680448885284), precision: 0.774486384535, recall: 0.841180870534, classes: {0: 3036, 1: 249, -1: 262}
9 - margin: 0.010800083498422373, score: 0.673078698178 (+/- 0.102536560579), precision: 0.615156215229, recall: 0.673078698178, classes: {0: 2483, 1: 534, -1: 530}
10 - margin: 0.029758603197537772, score: 0.925523991406 (+/- 0.0437748297785), precision: 0.870449062726, recall: 0.925523991406, classes: {0: 3287, 1: 136, -1: 124}
11 - margin: 0.0190439175311016, score: 0.841180870534 (+/- 0.0680448885284), precision: 0.774486384535, recall: 0.841180870534, classes: {0: 3036, 1: 249, -1: 262}
12 - margin: 0.011072993645349439, score: 0.683517943821 (+/- 0.10022550851), precision: 0.623769257753, recall: 0.683517943821, classes: {0: 2517, 1: 514, -1: 516}
13 - margin: 0.008189465547102844, score: 0.593854539667 (+/- 0.111058488123), precision: 0.56562130144, recall: 0.593854539667, classes: {0: 2130, 1: 734, -1: 683}
14 - margin: 0.023506393524838107, score: 0.886314951858 (+/- 0.0570776241504), precision: 0.821619265078, recall: 0.886314951858, classes: {0: 3157, 1: 191, -1: 199}
15 - margin: 0.036139116096709015, score: 0.946407257102 (+/- 0.0347726785675), precision: 0.898947186385, recall: 0.946407257102, classes: {0: 3360, 1: 95, -1: 92}
16 - margin: 1.9620433274303293e-06, score: 0.458788891541 (+/- 0.0788865661472), precision: 0.467900703726, recall: 0.458788891541, classes: {0: 307, 1: 1667, -1: 1573}
17 - margin: 0.015727397557570542, score: 0.789000557014 (+/- 0.0810858008366), precision: 0.717531579014, recall: 0.789000557014, classes: {0: 2880, 1: 328, -1: 339}
18 - margin: 0.019633057374636217, score: 0.851334447362 (+/- 0.0663946313556), precision: 0.782121997356, recall: 0.851334447362, classes: {0: 3061, 1: 239, -1: 247}
19 - margin: 0.0011314494904745144, score: 0.43426752606 (+/- 0.0617345370694), precision: 0.455121845977, recall: 0.43426752606, classes: {0: 441, 1: 1605, -1: 1501}
20 - margin: 0.024804911958452226, score: 0.898161852471 (+/- 0.0504227305091), precision: 0.845142124125, recall: 0.898161852471, classes: {0: 3195, 1: 178, -1: 174}
21 - margin: 0.029029101838488263, score: 0.923832259091 (+/- 0.0439517710506), precision: 0.868113107507, recall: 0.923832259091, classes: {0: 3282, 1: 141, -1: 124}
22 - margin: 0.011241912087926425, score: 0.690289647489 (+/- 0.096970763251), precision: 0.629484372364, recall: 0.690289647489, classes: {0: 2534, 1: 508, -1: 505}
23 - margin: 0.006690496104277362, score: 0.527574600143 (+/- 0.100281630109), precision: 0.516499580628, recall: 0.527574600143, classes: {0: 1843, 1: 888, -1: 816}
